,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
107,,Bill,Committee on Transportation and the Environment and Committee on Finance and Revenue,,23,,,http://lims.dccouncil.us/Download/41714/B23-0082-Introduction.pdf,41714,2019-01-22,,B23-0082,Under Council Review,2019-03-12,Ticket Payment Plan Amendment Act of 2019,Permanent Bill
108,,Bill,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41728/B23-0094-Introduction.pdf,41728,2019-01-22,,B23-0094,Under Council Review,2019-03-12,"Organ, Eye, and Tissue Donation Education Amendment Act of 2019",Permanent Bill
109,,Bill,Committee on Business and Economic Development and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41742/B23-0098-Introduction.pdf,41742,2019-01-24,,B23-0098,Under Council Review,2019-03-12,Funeral Services Consumer Protection Amendment Act of 2019,Permanent Bill
110,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41777/B23-0107-Introduction.pdf,41777,2019-01-30,,B23-0107,Under Council Review,2019-03-12,Non-Profit Reimbursement Fairness Act of 2019,Permanent Bill
111,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41772/B23-0104-Introduction.pdf,41772,2019-01-30,,B23-0104,Under Council Review,2019-03-12,Tingey Square Designation Act of 2019,Permanent Bill
112,A23-0018,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41739/B23-0096-Introduction.pdf,41739,2019-01-23,,B23-0096,Enacted,2019-03-11,"Modifications to Contract No. CW46486 with Tandem Conglomerate, LLC Approval and Payment Authorization Emergency Act of 2019",Emergency Bill
113,A23-0017,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41585/B23-0006-Introduction.pdf,41585,2019-01-02,,B23-0006,Enacted,2019-03-11,Modifications to Contract No. CW40855 with CELLCO Partnership DBA Verizon Wireless Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
114,R23-0025,Resolution,Committee on Government Operations,,23,Disapproved,2019-02-21,http://lims.dccouncil.us/Download/41572/PR23-0050-Introduction.pdf,41572,2019-01-02,,PR23-0050,Approved,2019-03-08,District of Columbia Commission on Human Rights Dr. John D. Robinson Confirmation Resolution of 2018,Proposed Resolution
115,,Reprogramming,Retained by the Council,,23,Approved,2019-02-27,http://lims.dccouncil.us/Download/41737/REPROG23-0004-Introduction.pdf,41737,2019-01-25,,REPROG23-0004,Deemed Approved,2019-03-05,"Request to reprogram $54,930,000 of Capital Funds Budget Authority and Allotment from Various Agencies to the District of Columbia Public School and the Department of Parks and Recreation ",Reprogramming
116,,Resolution,Committee on Government Operations,,23,Disapproved,2019-02-21,http://lims.dccouncil.us/Download/41570/PR23-0048-Introduction.pdf,41570,2019-01-02,,PR23-0048,Deemed Disapproved,2019-03-05,District of Columbia Commission on Human Rights Dr. Alberto Figueroa-Garcia Confirmation Resolution of 2018,Proposed Resolution
117,A23-0014,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41783/B23-0111-Introduction.pdf,41783,2019-01-31,,B23-0111,Enacted,2019-03-04,Supporting Essential Workers Unemployment Insurance Emergency Amendment Act of 2019,Emergency Bill
118,A23-0013,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41779/B23-0108-Introduction.pdf,41779,2019-01-31,,B23-0108,Enacted,2019-03-04,Bryant Street Tax Increment Financing Emergency Amendment Act of 2019,Emergency Bill
119,A23-0012,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41776/B23-0106-Introduction.pdf,41776,2019-01-30,,B23-0106,Enacted,2019-03-04,"Modifications to Contract No. POKV-2006-C-0064 with Conduent State & Local Solutions, Inc. Approval and Payment Authorization Emergency Act of 2019",Emergency Bill
120,A23-0011,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41774/B23-0105-Introduction.pdf,41774,2019-01-30,,B23-0105,Enacted,2019-03-04,"Modifications to Exercise Option Year Three (3) of Contract No. CW36154 with WM Recycle America, LLC Approval and Payment Authorization Emergency Act  of 2019",Emergency Bill
121,A23-0010,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41750/B23-0101-Introduction.pdf,41750,2019-01-31,,B23-0101,Enacted,2019-03-04,Clarification and Hospital Closure Procedure Congressional Review Emergency Amendment Act of 2019,Congressional Review Emergency Bill
122,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-02-14,http://lims.dccouncil.us/Download/41745/GBM23-0007-Introduction.pdf,41745,2019-01-30,,GBM23-0007,Deemed Approved,2019-02-25,"FY 2019 Grant Budget Modifications of January 9, 2019",Grant Budget Modification
123,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-02-14,http://lims.dccouncil.us/Download/41744/GBM23-0006-Introduction.pdf,41744,2019-01-30,,GBM23-0006,Deemed Approved,2019-02-25,"FY 2019 Grant Budget Modifications of November 19, 2018",Grant Budget Modification
124,,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41589/B23-0008-Introduction.pdf,41589,2019-01-03,,B23-0008,Under Council Review,2019-02-21,Sports Wagering Procurement Practices Reform Exemption Emergency Act of 2019,Emergency Bill
125,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41751/PR23-0087-Introduction.pdf,41751,2019-01-31,,PR23-0087,Under Council Review,2019-02-21,Reprogramming No. 23-0004 Disapproval Resolution of 2019,Proposed Resolution
126,ACR23-0014,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41832/CER23-0014-Introduction.pdf,41832,2019-01-31,,CER23-0014,Approved,2019-02-21,Korean-American Grocers Association of Greater Washington DC Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
127,ACR23-0013,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41831/CER23-0013-Introduction.pdf,41831,2019-01-28,,CER23-0013,Approved,2019-02-21,International Clash Day Recognition Resolution of 2019,Ceremonial Resolution
128,ACR23-0012,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41830/CER23-0012-Introduction.pdf,41830,2019-01-25,,CER23-0012,Approved,2019-02-21,"20th Annual Washington, D.C. Opening Night Gala Benefit Ceremonial Recognition Resolution of 2019",Ceremonial Resolution
129,ACR23-0011,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41829/CER23-0011-Introduction.pdf,41829,2019-01-24,,CER23-0011,Approved,2019-02-21,I Ricchi 30th Anniversary Recognition Resolution of 2019,Ceremonial Resolution
130,ACR23-0010,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41828/CER23-0010-Introduction.pdf,41828,2019-01-30,,CER23-0010,Approved,2019-02-21,Bus to Work Day Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
131,ACR23-0009,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41827/CER23-0009-Introduction.pdf,41827,2019-01-22,,CER23-0009,Approved,2019-02-21,Betty Ann Kane Distinguished Service Recognition Resolution of 2019,Ceremonial Resolution
132,ACR23-0008,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41826/CER23-0008-Introduction.pdf,41826,2019-01-16,,CER23-0008,Approved,2019-02-21,20th Anniversary Celebration of Jazz Night in D.C. at Westminster Presbyterian Church Recognition Resolution of 2019,Ceremonial Resolution
133,ACR23-0007,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41825/CER23-0007-Introduction.pdf,41825,2019-01-11,,CER23-0007,Approved,2019-02-21,Dorothy Butler Gilliam Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
134,R23-0024,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41778/PR23-0090-Introduction.pdf,41778,2019-01-31,,PR23-0090,Approved,2019-02-21,Bryant Street Tax Increment Financing Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
135,,Resolution,Committee of the Whole,,23,Approved,2019-02-19,http://lims.dccouncil.us/Download/41575/PR23-0053-Introduction.pdf,41575,2019-01-02,,PR23-0053,Deemed Approved,2019-02-21,Attestation and Seal Change Approval Resolution of 2018,Proposed Resolution
136,R23-0023,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41782/PR23-0091-Introduction.pdf,41782,2019-01-31,,PR23-0091,Approved,2019-02-21,Supporting Essential Workers Unemployment Insurance Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
137,R23-0022,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41699/PR23-0076-Introduction.pdf,41699,2019-01-15,,PR23-0076,Approved,2019-02-21,"Hi-Tech Solutions, Inc. Contract Approval Resolution of 2019",Proposed Resolution
138,R23-0021,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41738/PR23-0083-Introduction.pdf,41738,2019-01-23,,PR23-0083,Approved,2019-02-21,"Modifications to Contract No. CW46486 with Tandem Conglomerate, LLC Approval and Payment Authorization Emergency Declaration of 2019",Emergency Declaration Resolution
139,R23-0020,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41773/PR23-0088-Introduction.pdf,41773,2019-01-30,,PR23-0088,Approved,2019-02-21,"Modifications to Exercise Option Year Three (3) of Contract No. CW36154 with WM Recycle America, LLC Approval and Payment Authorization Emergency Declaration Resolution of 2019
",Emergency Declaration Resolution
140,R23-0019,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41775/PR23-0089-Introduction.pdf,41775,2019-01-30,,PR23-0089,Approved,2019-02-21,"Modifications to Contract No. POKV-2006-C-0064 with Conduent State & Local Solutions, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2019",Emergency Declaration Resolution
141,R23-0018,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41584/PR23-0062-Introduction.pdf,41584,2019-01-02,,PR23-0062,Approved,2019-02-21,Modifications to Contract No. CW40855 with CELLCO Partnership DBA Verizon Wireless Approval and Payment Authorization Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
142,R23-0017,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-03-29,http://lims.dccouncil.us/Download/41580/PR23-0058-Introduction.pdf,41580,2019-01-02,,PR23-0058,Approved,2019-02-21,Commission on the Arts and Humanities Gretchen Wharton Confirmation Resolution of 2018,Proposed Resolution
143,R23-0016,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-03-29,http://lims.dccouncil.us/Download/41579/PR23-0057-Introduction.pdf,41579,2019-01-02,,PR23-0057,Approved,2019-02-21,Commission on the Arts and Humanities Kay Kendall Confirmation Resolution of 2018,Proposed Resolution
144,R23-0015,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-03-29,http://lims.dccouncil.us/Download/41578/PR23-0056-Introduction.pdf,41578,2019-01-02,,PR23-0056,Approved,2019-02-21,Commission on the Arts and Humanities Kymber Menkiti Confirmation Resolution of 2018,Proposed Resolution
145,R23-0014,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41749/PR23-0086-Introduction.pdf,41749,2019-01-31,,PR23-0086,Approved,2019-02-21,Clarification and Hospital Closure Procedure Congressional Review Emergency Declaration Resolution of 2019,Congressional Review Emer. Decl. Resolution
146,A23-0005,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41711/B23-0080-Introduction.pdf,41711,2019-01-22,,B23-0080,Enacted,2019-02-21,Federal Worker Housing Relief Emergency Act of 2019,Emergency Bill
147,A23-0004,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41605/B23-0019-Introduction.pdf,41605,2019-01-08,,B23-0019,Enacted,2019-02-21,Rental Housing Registration Extension Emergency Amendment Act of 2019,Emergency Bill
148,A23-0003,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41587/B23-0007-Introduction.pdf,41587,2019-01-02,,B23-0007,Enacted,2019-02-21,"Modifications to Human Care Agreement No. DCRL-2015-H8-0093 with Boys Town Washington DC, Inc. Approval and Payment Authorization Emergency Act of 2019",Emergency Bill
149,,Oversight Hearing Record,Committee on Judiciary and Public Safety and Committee on Health,,23,,,,41889,2019-01-28,,HR23-0003,Under Council Review,2019-02-19,"Public Oversight Roundtable: ""The District Government's Strategy and Actions to Combat the Opioid Epidemic""",Oversight Hearing Record
150,,Oversight Hearing Record,Committee on Transportation and the Environment,,23,,,,41888,2019-01-31,,HR23-0002,Under Council Review,2019-02-19,"Public Roundtable: ""The Integration of Automated Vehicles in the District""",Oversight Hearing Record
151,,Resolution,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41741/PR23-0084-Introduction.pdf,41741,2019-01-24,,PR23-0084,Withdrawn,2019-02-19,Master Facilities Plan Approval Resolution of 2019,Proposed Resolution
152,,Reprogramming,Retained by the Council,,23,Approved,2019-02-11,http://lims.dccouncil.us/Download/41736/REPROG23-0003-Introduction.pdf,41736,2019-01-25,,REPROG23-0003,Deemed Approved,2019-02-14,"Request to reprogram $7,108,092 of Capital Funds Budget Authority and Allotment within the Fire and Emergency Medical Services Department   ",Reprogramming
153,,Reprogramming,Retained by the Council,,23,Approved,2019-02-11,,41735,2019-01-25,,REPROG23-0002,Deemed Approved,2019-02-14,"Request to reprogram $1,330,673 of Special Purpose Revenue Funds Budget Authority within the Department of Energy and Environment  ",Reprogramming
154,,Reprogramming,Retained by the Council,,23,Approved,2019-02-11,http://lims.dccouncil.us/Download/41734/REPROG23-0001-Introduction.pdf,41734,2019-01-25,,REPROG23-0001,Deemed Approved,2019-02-14,"Request to reprogram $873,493 of Dedicated Taxes Funds Budget Authority within the Office of the State Superintendent of Education ",Reprogramming
155,,Contract,Retained by the Council,,23,Approved,2019-02-11,http://lims.dccouncil.us/Download/41759/CA23-0016-Introduction.pdf,41759,2019-01-31,,CA23-0016,Deemed Approved,2019-02-14,"Proposed contract with Smoot Construction Company of Washington, DC ",Contract
156,,Resolution,Committee on Business and Economic Development,,23,Disapproved,2019-02-28,http://lims.dccouncil.us/Download/41574/PR23-0052-Introduction.pdf,41574,2019-01-02,,PR23-0052,Deemed Disapproved,2019-02-14,Alcoholic Beverage Control Board Marcus C. Goodwin Confirmation Resolution of 2018,Proposed Resolution
157,,Contract,Retained by the Council,,23,Approved,2019-02-04,http://lims.dccouncil.us/Download/41732/CA23-0015-Introduction.pdf,41732,2019-01-24,,CA23-0015,Deemed Approved,2019-02-12,"Proposed contract with Spectrum Management, LLC ",Contract
158,,Contract,Retained by the Council,,23,Approved,2019-02-02,http://lims.dccouncil.us/Download/41727/CA23-0014-Introduction.pdf,41727,2019-01-22,,CA23-0014,Deemed Approved,2019-02-12,Proposed contract with The Choice for Temporaries Inc. D.B.A. The Choice Inc. ,Contract
159,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-01-30,http://lims.dccouncil.us/Download/41687/GBM23-0005-Introduction.pdf,41687,2019-01-15,,GBM23-0005,Deemed Approved,2019-02-11,"FY 2019 Grant Budget Modifications of December 6, 2018",Grant Budget Modification
160,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-01-30,http://lims.dccouncil.us/Download/41686/GBM23-0004-Introduction.pdf,41686,2019-01-15,,GBM23-0004,Deemed Approved,2019-02-11,"FY 2019 Grant Budget Modifications of December 3, 2018",Grant Budget Modification
161,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-01-30,http://lims.dccouncil.us/Download/41685/GBM23-0003-Introduction.pdf,41685,2019-01-15,,GBM23-0003,Deemed Approved,2019-02-11,"FY 2019 Grant Budget Modifications of November 29, 2018",Grant Budget Modification
162,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-01-30,http://lims.dccouncil.us/Download/41684/GBM23-0002-Introduction.pdf,41684,2019-01-15,,GBM23-0002,Deemed Approved,2019-02-11,"FY 2019 Grant Budget Modifications of November 28, 2018",Grant Budget Modification
163,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-01-30,http://lims.dccouncil.us/Download/41683/GBM23-0001-Introduction.pdf,41683,2019-01-15,,GBM23-0001,Deemed Approved,2019-02-11,"FY 2019 Grant Budget Modifications of November 26, 2018",Grant Budget Modification
164,,Contract,Retained by the Council,,23,Approved,2019-01-28,http://lims.dccouncil.us/Download/41694/CA23-0013-Introduction.pdf,41694,2019-01-17,,CA23-0013,Deemed Approved,2019-02-11,Proposed contract to exercise Option Period Two (2) with The Community Partnership for the Prevention of Homelessness,Contract
165,,Contract,Retained by the Council,,23,Approved,2019-01-27,http://lims.dccouncil.us/Download/41693/CA23-0012-Introduction.pdf,41693,2019-01-16,,CA23-0012,Deemed Approved,2019-02-11,"Proposed contract with Mercer Health & Benefits, LLC",Contract
